week_start,owner,new_leads,demos_planned,demo_to_pilot_pct,pilot_to_contract_pct,acv_eur,teacher_activation_pct,student_wau,assignment_completion_pct,pilot_retention_pct,onboarding_cycle_days,first_response_hours,open_p1_p2,nps_score,main_risk,next_action,action_owner,action_due_date
,,,,,,,,,,,,,,,,,,,
